Unnamed: 0,filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
71,91_Giải phóng Điện Biên _ Bản chuẩn _ Có lời,0.36273608,0.0867895,0.23612197,0.0023604538,2002.725787645738,159794.60029579178,2250.6743973853586,98759.55733673436,4047.1671940003375,1135896.7029428792,0.0914911323287538,0.0007334656825668,-6.8647237e-06,0.025219645,-0.00019238937,0.0126919085,117.45383522727272,-20.57025,777.0022,104.76168,273.61224,-12.325673,282.2842,27.948076,143.77751,4.545633,223.87846,3.9068735,89.95328,2.3123133,110.889465,12.605358,88.54025,-8.936351,81.98582,1.1959391,61.63921,1.5036641,68.46877,5.339599,53.147602,-0.9909838,43.34654,5.457678,49.447598,2.395345,47.561924,5.003789,52.398342,-4.158157,50.780994,1.5376588,54.13609,0.23592469,49.92994,2.2785566,50.201572,red
72,92_Anh Vẫn Hành Quân - Nhạc Cách Mạng Hào Hùng _Official Audio_,0.34106869,0.08720791,0.22228399,0.0037280424,2244.8093451233126,398739.6352042583,2465.5132476576414,149265.35465130297,4865.049748376428,2139457.392558771,0.0985757455737229,0.0024220407105391,-1.0358636e-05,0.030939337,2.6407246e-05,0.00860021,112.34714673913044,-53.112713,2758.6467,92.43606,526.40295,11.017065,437.30786,33.87472,175.50542,1.2319524,174.61893,7.2194996,255.72438,0.51127356,130.23419,11.856021,95.35944,-17.224577,257.402,4.915782,94.11396,0.9803909,85.30229,-0.83771515,58.039444,-4.7260885,59.72711,2.1746142,58.274128,-7.475082,65.627556,0.10715983,45.605347,-7.4728723,40.769806,-3.8868284,46.325653,-5.4829764,42.601093,-0.13491642,44.56026,red
73,77_DU KÍCH SÔNG THAO - TIẾN HƯNG _ BÍCH NGỌC _ Pianist BÙI ĐĂNG KHÁNH,0.21624391,0.08792876,0.15654992,0.0041818554,1622.2132651904078,531258.2999195269,1837.8965668662065,198996.8565806424,2903.8241076395607,1950147.667529181,0.0769180911982391,0.0025485517751407,-6.3042035e-07,0.025296133,-7.124167e-06,0.0011339318,117.45383522727272,-185.85649,2467.5833,121.752815,1183.1158,-9.149239,580.32556,7.519328,525.71387,8.6484785,490.83542,-9.044944,332.57358,-14.130436,336.75424,3.8055258,247.95961,-22.003286,172.68942,-8.261929,211.8504,-23.718374,209.0578,-15.343962,216.56349,-5.486365,222.47731,-11.989141,137.30544,-7.258155,307.61923,0.5127985,297.53854,2.7505667,171.73735,1.4865111,197.51663,-6.64135,232.74492,-12.695065,262.88242,red
74,102_Chào sông Mã anh hùng,0.23551454,0.08730607,0.1563331,0.006575804,1879.9142356183404,321240.65266038186,1873.5421344946435,171972.8087978853,3622.044764657508,1398741.011180013,0.0928031047431308,0.0018294493721101,-8.090522e-05,0.026404154,-4.9859827e-05,0.0013174913,151.99908088235293,-131.19473,3037.2874,110.5387,947.56775,-33.634674,558.72516,20.635443,271.1735,-3.8258388,324.36072,-14.147,292.73926,-0.97552073,190.21657,2.1222932,122.13095,-26.372164,439.39664,2.6397119,105.88252,-6.85725,100.87564,-8.321909,132.47833,0.56199795,141.27959,-4.2948837,125.951126,-9.087415,130.1996,0.84283364,89.98512,-7.2070494,91.398384,-2.4500427,80.99788,-5.717599,89.21238,-6.9504423,136.29567,red
75,70_Tiến bước dưới quân kỳ - Nhạc và lời_ Doãn Nho,0.38418785,0.09096163,0.24093124,0.0031364628,2153.948434870704,140579.35100350712,2543.859289644828,76727.62428948142,4742.262990851152,1062035.6489787342,0.0762279971096168,0.0005805674041563,-5.498288e-06,0.03755253,8.222349e-06,0.009256256,112.34714673913044,-32.07469,1205.07,91.94267,221.9895,5.9574666,240.00557,34.07267,82.67212,7.952084,120.634285,6.793888,61.095795,9.758965,65.054146,6.812765,54.38082,-9.635298,45.760315,5.141477,43.61689,3.1371276,43.125454,7.5121875,49.259365,2.0940382,44.32772,6.1615334,34.45397,-5.8236732,33.04369,5.545542,37.680542,-2.4467342,41.876812,0.55048287,34.663185,-1.9125935,42.03433,1.9913734,40.760136,red
76,18_Trường Sơn Đông - Trường Sơn Tây,0.34975043,0.08505266,0.03184053,0.00022226418,2168.0148269204537,579475.4999780507,2439.7899807589483,344471.98015664006,4706.888204757644,3843032.597719221,0.0942418715533088,0.0022648044101496,-4.479218e-06,0.00078076025,-6.1952116e-05,0.00018978266,161.4990234375,-261.91525,2627.0798,95.422386,1081.8939,2.878914,694.58234,33.483208,405.1461,25.028849,449.7582,-3.2202098,323.03397,2.1110666,216.76245,5.6579447,174.66353,-8.236485,161.7627,0.04012126,184.59862,-7.5211864,147.38959,0.7067453,145.28035,-9.8346,123.17117,-3.9558885,123.23035,-8.69786,118.93002,-4.963508,121.49798,-10.226546,120.71464,-3.3496442,108.9889,-6.1961637,141.23172,-2.5212476,138.1712,red
77,59_Bác Đang Cùng Chúng Cháu Hành Quân _Thu thanh sau 1975_ _ Official Lyric Video by Hà Nội Vi Vu,0.26910475,0.087483406,0.12419355,0.0022156774,1746.2215495920263,97069.27251393774,1819.1163989704944,57924.59384574822,3269.93856046222,518183.0203701679,0.1032633589517221,0.0005403234202465,-4.5219434e-07,0.013324462,3.767828e-06,0.0010301474,107.666015625,-130.66946,3982.267,120.391556,427.33813,-24.538235,356.86783,6.470513,178.28616,-17.90374,210.72998,-1.65944,106.421585,-9.071549,158.44127,-5.4312425,99.68834,-13.878194,96.24494,1.3659124,147.2035,-2.6273727,139.14182,1.9660735,107.48634,-3.819454,96.625015,0.84089345,86.869095,-8.2899275,92.26327,3.6213799,70.22367,-0.6824087,62.184273,-0.8259197,108.511925,-8.744817,97.68368,-4.5254297,149.43712,red
78,10_Đường Trường Sơn Xe Anh Qua - Lê Thu Uyên _ Nhạc đỏ cách mạng hay nhất,0.2464093,0.08626024,0.21127889,0.0019202185,2442.564075509155,452670.9299951923,2531.3012360044427,130076.7948166428,5168.731245389295,1994899.2426163235,0.1114441484858746,0.00275462276276,1.015901e-06,0.033351593,1.7763376e-05,0.00447916,89.10290948275862,-64.21751,1127.2437,80.640015,501.93463,5.501883,378.31534,31.490126,298.41168,0.082261406,204.02686,1.8667952,202.46573,2.34455,118.12626,-0.61024874,101.43304,-11.043424,147.86565,12.82363,133.19502,-11.226324,153.66978,3.298231,109.48007,-7.7097297,138.9248,-0.73849577,151.72765,-2.8892937,124.45519,3.5202758,113.28453,-5.942785,176.24069,7.118474,182.21756,4.4455686,183.47205,6.1964245,183.29002,red
79,49_Sài Gòn Quật Khởi - Tốp Ca Quân Khu 7 _Official Audio_,0.3992851,0.07992847,0.23420134,0.0032404303,2614.487463196452,410005.0684549251,2605.526231951528,116693.12232363322,5416.275581855892,1853480.5082655563,0.1330534282483552,0.0029875940479506,9.6864915e-06,0.026644612,1.6905724e-05,0.013367608,123.046875,-11.635535,1428.8033,80.26807,447.22687,2.2713578,275.71353,33.138386,120.05597,3.6125774,208.51505,1.7621257,124.076866,9.535758,126.33042,7.942125,56.61419,-11.922946,88.5484,8.704643,81.05483,-0.14227276,45.083973,0.4623707,40.3595,2.2290895,50.862743,3.486805,39.278442,-6.1492624,51.40378,1.1943703,38.508255,-2.1019328,33.330307,-0.3514975,38.048252,-3.233177,48.227955,-0.78892696,47.615112,red
80,37_Trường Sa là của ta.Thơ_Đại tá Huỳnh Quang Tâm.Nhạc_Hồng Phúc.Tb_ Xuân Trinh_ Hồng Phúc. Mv Official,0.22464597,0.08758339,0.19308609,0.005269331,1687.935332744595,499441.071011774,2032.144009718029,267158.4707317493,3469.3456880079334,2687813.908937969,0.0692301180340557,0.0017074199503208,-6.563357e-07,0.032953247,8.500355e-06,0.0033923963,172.265625,-123.4337,3047.3218,122.55283,1007.7163,0.4157186,448.66476,19.7566,379.51093,-3.000085,362.30347,-3.8103266,213.05113,-5.6067033,335.46774,-2.5000687,170.34647,-9.779646,179.73944,-4.708725,413.84424,-8.186037,201.89355,-2.9809575,215.77539,-8.6393,166.58647,4.091627,189.7947,-5.789986,215.98941,2.949125,190.99536,-4.5190907,151.8748,2.8256605,188.62439,-2.4869115,141.14601,-0.0011544714,131.4757,red
81,83_Chào Anh Giải Phóng Quân_ Chào Mùa Xuân Đại Thắng - Anh Thơ _Official MV_,0.3046242,0.08766256,0.22558166,0.0046061412,2764.3990179154043,760317.2161026243,2635.474299372754,220926.91938995992,5687.553108144471,3260346.6962336903,0.1381459900469233,0.004418562594816,-2.548506e-06,0.03877944,2.241689e-05,0.006614232,151.99908088235293,-58.882843,1693.8746,65.5796,1051.0334,4.124543,360.39624,34.79481,243.4093,9.068245,229.60875,8.87107,166.48364,19.882065,346.05502,0.7113761,122.95905,-8.509654,157.9859,9.800791,131.66568,-8.158199,253.96196,10.328663,156.1606,2.874301,247.02704,0.9237204,189.18301,-0.17116761,209.55394,5.611596,177.48953,-2.5493474,200.06801,5.619807,201.853,-8.026147,143.62178,-1.16122,203.69138,red
82,99_BƯỚC CHÂN TRÊN DÃY TRƯỜNG SƠN _ Vũ Thắng Lợi __,0.298418,0.08794189,0.05749105,0.0007502922,1760.5572912822274,225749.942679339,1761.479888004728,90727.89513467578,3307.8008315142465,726712.6232368894,0.0954098539086687,0.0015457239164849,-0.0001001655,0.0026958627,-0.00019839768,0.0004609782,117.45383522727272,-200.77567,3860.1262,123.938324,643.2437,-38.113644,324.2333,26.148752,80.87693,-8.949604,151.47383,-8.906527,127.33569,-9.104689,97.02954,-1.2202808,63.631348,-18.558346,147.7028,-1.3731159,79.00366,-10.411867,63.476192,-6.407777,75.46377,-5.63309,54.720695,-4.530045,44.18723,-9.714376,51.235584,-2.0918317,49.43036,-7.3786283,50.694855,-1.92457,55.593422,-5.2587056,52.31288,-7.0063,62.39018,red
83,40_Tieng dan ta lu,0.2421859,0.08794048,0.21340711,0.009883528,2380.470035932059,712024.7896230309,2613.299969554751,282766.3980059084,5460.141983268431,4197183.753796316,0.0955330580011609,0.0022852985973797,1.8533838e-05,0.037774965,-5.0910683e-05,0.0076399753,112.34714673913044,-107.41346,7701.454,83.53433,754.031,18.479662,343.9701,10.344662,262.4829,8.907705,245.97775,5.0607023,175.85663,-6.791408,235.72801,14.244499,154.23569,-9.958995,226.32933,5.7591486,134.40942,0.46090877,188.51942,6.956259,200.98337,7.049587,165.01318,14.019726,256.5487,1.7437319,238.7149,8.590444,197.18344,2.0190403,181.69296,-1.2650496,149.11488,-2.631365,167.10832,3.266411,151.04294,red
84,26_Người là niềm tin tất thắng - Mạnh Thắng,0.29686242,0.0849431,0.049058754,0.0002464983,1740.750820769411,202988.94052618925,1944.5514834842984,114855.78480001424,3401.383598965388,1123868.3363798428,0.0891859686411571,0.0011221655399445,-4.091511e-06,0.0019350287,-1.0493742e-05,0.00019720457,117.45383522727272,-209.14256,2894.68,123.0848,527.27875,-17.312525,237.8409,27.85254,69.50804,1.8661493,127.58176,-3.0869982,151.30502,-7.3380585,86.74141,2.0610225,61.611557,-11.423076,126.33439,-2.3391685,66.63314,-6.1056457,94.00739,-0.8294194,45.32058,-8.668496,60.420746,1.8758425,62.65745,-4.3458934,45.333424,0.9023942,44.485508,-5.1670513,45.559284,0.121307656,42.788456,-6.1005554,62.969658,-1.2109319,52.768692,red
85,90_Đất nước,0.27707893,0.09627408,0.12007343,0.003471338,1313.3659400632598,746175.3187651593,1783.8748368608744,447004.49817633344,2539.4971440081995,3945051.230857141,0.0496527609810371,0.0024374217661365,2.242138e-06,0.015646638,-1.8892537e-05,0.0006684986,172.265625,-230.8397,7492.154,130.31119,1751.7804,19.410292,576.1716,26.352482,438.67493,15.7014,416.41177,-6.633322,224.7508,8.612423,316.08502,2.5370734,182.81644,-19.368866,286.07928,8.400635,246.38678,-6.8387914,135.27597,-1.586045,148.86987,1.7508862,137.20499,-7.3520494,124.198845,-6.76818,97.702675,-0.6379682,124.13267,-10.895672,91.08927,-2.2072353,75.30084,-1.4563498,103.42531,-4.765031,132.34235,red
86,93_tiểu đoàn 307,0.3446226,0.08906782,0.18650024,0.006114632,2442.760593178914,403307.41561631626,2612.587597557162,169478.4959521896,5456.696170771455,2298761.4236124726,0.1002439138690015,0.0018834052956365,8.859176e-06,0.020161986,0.00028802347,0.009428653,117.45383522727272,-64.63086,2821.9614,84.50531,683.391,4.2502236,383.60385,19.451553,244.50388,1.8503402,228.06429,6.2018614,122.553986,-0.49059483,119.40187,10.490846,113.86324,-6.2287536,101.39354,4.4166794,83.89573,2.114299,78.85814,3.5968535,65.96195,-2.842714,63.428864,0.6496632,57.996624,-2.1007514,52.855553,2.0750153,57.709488,-4.7294483,68.23007,2.2925406,58.718533,-3.4125316,60.26856,-1.2686306,65.49492,red
87,16_Hành Khúc Ngày Và Đêm - NSUT Quốc Hưng _ NSND Trần Hiếu,0.26885858,0.094136074,0.027146244,0.00013683691,1694.775128525048,500805.5023889327,2016.0913313676972,297044.47613579495,3484.1539317978427,2819895.6881694645,0.0697456100038699,0.0019855574029761,5.4033052e-08,0.00062231754,1.493714e-06,0.00010334246,103.359375,-315.97626,3720.6348,118.91921,1248.2233,0.9019462,502.91763,23.554037,226.12016,-3.713151,461.1638,-3.0828831,172.98401,-4.1030636,171.48434,8.317089,125.83744,-16.969246,171.91624,-2.5252168,189.8774,-3.8887637,94.78687,-6.8807406,111.63233,-4.5328236,111.99225,1.6607349,103.71181,-4.857888,77.259834,-0.46071717,67.56622,-4.4880233,60.149273,-2.347257,48.737568,-4.8289967,44.189285,-0.9830888,48.893074,red
88,41_Hanh Khuc Ngay Va Dem,0.24354684,0.09312285,0.1069892,0.0047746296,2235.43105467609,683230.574180947,2209.444892250334,191892.98001858045,4323.207191490906,2734714.8908952787,0.1007148104924535,0.0040996416063917,-5.916749e-06,0.013706389,1.1242615e-05,0.0009163632,107.666015625,-190.86368,8213.3545,81.392624,1105.9229,-13.297467,475.08954,22.598099,295.06442,6.5235825,432.66187,-13.4622555,330.22617,-3.4117908,182.44041,7.075013,131.65894,-25.902029,344.81396,11.501779,189.77025,-8.5534935,99.66599,-7.525542,141.97804,-0.8648693,116.302826,-10.721041,102.69517,-13.333589,177.8881,-1.2269094,78.71833,-9.543885,122.76273,-1.3637582,109.98688,2.1776183,162.40733,-4.1036654,171.91461,red
89,43_Chiếc Khăn Tay - Cẩm Ly _Official Audio_,0.33916867,0.0886286,0.18213911,0.003039509,2399.0312025865246,704433.7704748594,2501.6083084100346,187891.38565683723,5103.948303789546,2537525.389529892,0.0999009454213428,0.0035925056929566,0.00030903134,0.016997458,0.0013959745,0.008943853,172.265625,-74.81602,2699.2476,81.55322,1136.9419,7.791844,324.3481,39.606327,205.42744,3.6713576,95.80834,5.9269485,193.87422,1.5562947,82.34277,5.6423597,77.35156,-0.3417678,71.964836,3.0599325,79.89341,-9.606294,79.20391,0.20676224,66.03765,-3.1997476,60.691746,3.9411073,87.26259,-2.5713782,97.478584,1.0796219,98.68283,1.8374449,116.19945,0.2017572,123.6257,-5.5606318,98.17163,-1.4226259,89.98299,red
90,51_Hát mãi khúc quân hành,0.35823682,0.08803628,0.16892284,0.006867473,2259.8087842672,362536.9842391883,2355.895542053604,178137.28108917718,4621.44288810045,1973765.5020916609,0.1101302864381772,0.0022706157221862,-2.694932e-06,0.019275516,0.0001388708,0.0077670347,117.45383522727272,-87.10725,5046.2397,92.01396,532.994,-5.814997,603.265,26.177263,193.07938,-1.0957664,198.74544,6.4960227,95.093124,6.3435383,189.18619,10.758197,68.370155,-9.612349,109.14893,5.218784,99.332504,1.5548122,83.99227,-1.5159166,60.424625,0.114690915,74.571815,4.5108275,70.63486,-9.126419,67.5841,5.9101663,59.20154,-1.4170878,60.78802,-0.666716,91.868774,-3.0732305,53.732834,-5.2743716,101.65985,red
91,64_Cô Gái Vót Chông _Thu thanh trước 1975_ _ Official Lyric Video by Hà Nội Vi Vu,0.20873123,0.09278684,0.11661364,0.007376171,1254.6077963003474,114184.15221303391,1251.4648162202416,64626.501297921925,2218.2449199097814,684617.2108878553,0.0736254051373839,0.0007757662956675,1.1006857e-06,0.016637586,2.8813796e-05,0.0018548424,123.046875,-254.13673,3741.683,137.80338,530.6346,-16.02531,965.7475,21.972067,471.11945,-12.21991,231.27737,-14.108326,250.12364,-3.2392957,265.2458,-16.121418,200.30254,-15.676889,270.80673,-2.9043262,360.93442,-14.706115,306.77405,-12.127364,292.4308,-13.54254,405.77606,-10.217888,459.86377,-6.6481833,363.67368,-13.595307,275.78348,-5.0217476,315.37778,-1.0064462,415.13574,2.5093956,334.79938,-0.87607235,440.2719,red
92,82_Bước Chân Trên Dãy Trường Sơn - Tốp Ca Nam,0.34790114,0.09250105,0.14923818,0.0033700075,1797.828596375784,294229.5403633728,1978.3862331283644,142300.34846216178,3727.485793736697,1371373.0459811408,0.0853672086638931,0.0021087340071115,-1.4076239e-05,0.012885211,0.00014762278,0.00642156,117.45383522727272,-110.77252,2237.8386,118.73434,773.39154,-13.946888,400.2749,33.783653,181.55267,-7.132616,316.631,4.6456766,137.65517,-5.1783876,143.69789,15.28356,115.53307,-20.305304,137.22221,0.567797,128.67519,1.3835529,102.36315,-6.0554852,91.34949,-3.1506941,89.70786,3.9737432,92.65335,-4.350582,82.08126,-1.2808919,63.133163,4.3072677,72.42913,-1.8248585,69.91544,-1.00119,58.747055,-2.9147809,62.796078,red
93,84_Đường Chúng Ta Đi - NSƯT Doãn Tần _ M_V Nhạc Cách Mạng Hay Nhất,0.33316335,0.08766093,0.14209856,0.0006479985,2081.2859302921256,439565.16712421936,2284.0912248924915,226518.01080327912,4098.6835491546535,2150524.033391579,0.1019400487374226,0.0031466405741211,-4.099705e-06,0.01471531,2.8597264e-05,0.0019267967,129.19921875,-129.1834,2278.939,103.371544,1111.8746,2.7180731,815.5332,42.05187,182.57837,17.768646,342.42673,-13.140164,421.40253,28.304663,382.2067,6.5738077,112.96914,-17.32598,164.3151,15.643425,167.06084,-11.444778,152.97263,8.8887615,102.0731,4.269465,121.029724,-2.053867,102.398895,-2.6719737,104.929436,0.7388123,101.68387,-11.973574,135.03058,6.296857,117.76063,2.9954698,120.114,-2.0529842,197.53697,red
94,72_Chiếc Gậy Trường Sơn - Nhạc sĩ_ Phạm Tuyên - Tốp ca Quân Khu 7,0.35041022,0.09178849,0.103938654,0.0007331718,1613.0747240942476,518146.6740580592,2147.2116318694657,304249.28865855024,3464.099886395245,3290144.482810768,0.0570652256071013,0.0016088621395981,-2.2131476e-06,0.0074425577,-9.840473e-05,0.0015770983,151.99908088235293,-184.86496,5302.5674,117.95939,973.76355,14.002358,531.08545,35.109467,191.9234,11.581238,276.59222,9.272754,264.2813,9.255763,181.8745,9.02745,95.77639,-6.4540796,234.3913,6.8240614,100.90518,-0.8828279,73.26369,2.1116023,92.58927,1.3218677,82.94802,5.2221327,67.64953,-3.528565,74.045166,2.7282174,73.759056,-4.8650494,73.63626,-0.13725644,75.56922,-0.63246804,52.77931,-0.13718596,56.497738,red
95,31_Mùa Xuân trên Thành Phố Hồ Chí Minh - Tốp Ca Nam,0.3372547,0.087390244,0.19817638,0.0041414024,2088.202180262862,216898.5777331648,2081.225399740033,133517.33239419808,3950.396945823457,1281094.2503435777,0.1141068307976973,0.0015928064282823,4.1816674e-07,0.026419567,7.537647e-06,0.0061090006,95.703125,-63.44408,2358.618,104.744606,595.26746,-21.43978,598.8543,29.54832,244.58139,1.6843582,468.2911,-2.7105026,200.02359,-12.725671,237.93929,19.857805,199.52446,-22.724438,251.62752,-2.653451,219.05408,9.031288,173.62611,-0.2601386,138.59006,2.1231813,140.6666,5.0532417,88.76659,-7.0127535,96.94926,-4.156448,90.68145,-5.048858,92.36636,-5.2665896,89.24579,-1.8450459,83.4464,-5.08966,85.94438,red
96,8_Nơi đảo xa - Trọng Tấn _âm hưởng hào hùng_,0.28378206,0.084049754,0.12193003,0.001107103,2181.968781531298,413017.5064017178,2202.341897830674,241678.93072917763,4298.182342812742,2046610.6114847595,0.1144371387021091,0.0019035382232246,1.7537963e-06,0.011570824,-1.3447696e-05,0.0014580677,89.10290948275862,-121.32273,3147.9968,96.00812,1402.9144,-12.638652,422.84177,37.07118,198.90265,16.927555,330.83554,-6.66191,166.49307,5.9734674,160.46217,11.934454,164.0677,-21.593811,281.98456,9.986935,173.48941,0.97335625,104.53224,-7.876063,117.48809,3.1412368,147.69849,1.3197899,89.58492,-7.628498,126.81023,3.8292277,130.28204,-9.046529,125.214806,-1.6051834,90.40933,-1.003091,119.22666,-3.6972106,175.46275,red
97,5_Từ làng Sen - Bùi Lê Mận,0.23086523,0.08978715,0.07533753,0.0002700985,1800.6773908515374,446535.0489604811,2264.154989790403,226246.1634565944,3774.7480079485535,3068907.6038138038,0.0728221220128676,0.0011218044933313,-4.662764e-06,0.0046966206,-3.014379e-05,0.00046035482,112.34714673913044,-216.35648,1437.668,110.74626,838.0575,14.41225,303.68112,14.705334,286.8926,4.0199256,166.65356,10.225516,191.17778,10.555289,139.46686,4.3662114,137.78284,-13.854634,113.98541,13.395593,143.84676,-12.764586,144.48373,-5.7720675,125.38093,-7.883464,118.78483,-6.9278736,100.8698,-4.0387416,120.13032,8.321372,276.06198,-2.0303695,206.22852,7.9197073,168.56837,-4.769221,182.99414,-6.230095,165.25455,red
98,96_Cánh võng Trường Sơn _ Nhạc_ Nguyễn Hoà _ Thơ_ Đỗ Đình Thăng _ Trình bày_ Cs Huỳnh Lợi và Nhóm SSM,0.2761002,0.08893135,0.2009202,0.006061293,2106.579057473384,355413.8846689203,2483.142178808097,160046.78749118306,4576.122328814338,2811545.95532971,0.0900597350885255,0.001609335134668,-1.5735328e-07,0.032122206,-5.9583766e-05,0.005516456,89.10290948275862,-96.391846,2415.9937,93.934975,776.2322,16.690004,471.6074,23.24687,444.90634,6.406817,321.62408,-9.972236,299.8803,-10.627739,191.7299,9.254564,144.683,-17.010416,174.56139,-1.994597,141.81436,-5.2561636,138.72647,-2.8426583,119.707405,-5.4025865,115.53834,-6.2133374,118.94819,-6.53957,106.00271,0.17786354,106.24698,-6.881408,112.09298,-3.5218902,91.67952,-4.748456,96.3868,-4.863909,89.59086,red
99,45_Lá Cờ Đảng - NSƯT QUỐC HƯNG_Đại hội Đảng toàn quốc lần thứ XII,0.28068173,0.088171974,0.11148382,0.0005415768,2011.5526999848128,263311.2755202921,2323.299407559834,123674.69926241628,4173.6622624352985,1532336.7429875412,0.0802935431985294,0.0009487853569533,-7.543241e-06,0.009482744,-0.0001288189,0.0012248158,135.99917763157896,-125.857346,1261.2506,102.88794,470.45526,-0.88775074,268.27505,24.087582,201.92708,-0.23847772,292.37823,-6.233583,106.352806,-2.6314175,129.6346,7.437009,92.835106,-13.97636,89.79712,-6.293735,144.55724,3.2095988,91.3371,0.89181924,78.4315,-5.845256,82.17107,9.9140415,65.41644,1.0995184,74.09544,-0.04722099,60.239376,-1.772406,52.126816,3.4055853,66.868675,-0.8927682,53.584545,-2.3882153,68.08351,red
100,6_Nổi Lửa Lên Em,0.26728085,0.08613792,0.23909618,0.0045198505,2527.623183054446,566631.153813023,2647.672515839605,128053.94110151145,5436.487959634409,2501817.0130451983,0.1173116489091524,0.0034791179442528,1.252116e-06,0.036132038,-2.026554e-05,0.012809112,129.19921875,-71.04307,2264.838,76.16789,539.40063,18.942993,390.74692,20.816265,293.52762,-1.5231708,268.22372,0.8878547,245.94843,6.090612,214.71321,4.3028207,135.72466,-8.854735,149.45117,8.902774,180.60013,-10.705188,178.043,0.8243413,233.64963,-3.3282495,172.51114,-0.3970156,178.27055,-3.9908817,156.96132,0.3377326,204.97495,-7.404794,210.54774,3.371734,149.3042,1.1743478,182.78902,0.40402648,185.75404,red
101,81_Trường Chinh Ca - NSND Quang Thọ ft. Tốp Ca Nam _Official MV_,0.3644739,0.082664184,0.09019475,0.0013823408,2566.603799856958,386464.5862739537,2395.806179431283,243424.1371310426,4948.695075917908,2959903.171063268,0.1477064008683243,0.0016678254284206,-8.336087e-06,0.0051038894,-0.0001258371,0.0016782678,99.38401442307692,-117.85524,2709.5999,85.37341,671.51984,-13.413171,873.3537,23.690659,207.24875,6.157044,279.2378,-11.509766,262.2048,-7.232662,164.41942,16.198595,136.53207,-21.0828,210.16035,0.09132258,90.838486,1.1510214,121.28077,-0.08771999,106.70317,-0.39567018,75.67428,3.7358274,63.848587,-7.374571,70.45802,0.31562862,63.779655,-5.0911927,69.72679,-1.6177998,84.74561,-2.2059884,67.06709,2.4665334,83.68253,red
102,14_Bác Đang Cùng Chúng Cháu Hành Quân - Huy Thục - Trường ĐHVHNTQĐ,0.3668512,0.08803976,0.18237649,0.0015099046,1933.5356865282968,273359.1920716126,2341.0734950189267,148703.49632449725,3948.459457539184,1842232.0274270168,0.0795516731569272,0.000937994254353,-3.2693333e-06,0.01918041,4.9651986e-05,0.006104715,117.45383522727272,-74.83717,2294.7844,108.47718,441.20148,-2.2001503,294.05133,24.76993,213.04697,18.928581,397.01743,-0.86101776,182.92067,7.0897,127.25504,7.2743893,75.90084,-8.654269,109.2246,3.3498263,81.96728,1.5884551,73.69751,4.6409445,81.741486,3.762904,71.77563,5.439636,64.203674,-5.5964255,59.05095,5.20746,54.258114,-4.176489,47.681477,2.6193314,47.435337,-0.36813566,52.91462,-0.057759713,46.616234,red
103,4_Tiếng Đàn Ta Lư,0.26256675,0.091729656,0.23879863,0.0072617005,2442.1081448869063,579990.3678733642,2585.3078205602446,183472.10087304516,5297.088802562041,2900620.2522355844,0.1017705486285797,0.0019647798193097,-1.5576874e-06,0.040571876,6.599153e-05,0.009220782,112.34714673913044,-64.04818,2975.162,82.6206,681.49005,10.333421,321.14948,18.119284,188.50708,0.8695141,157.48805,9.339508,156.68369,3.0786655,158.92459,7.1161866,85.96416,-4.309308,107.30996,9.357536,130.52568,-4.6624274,122.541176,1.2123206,155.08388,2.5911787,131.86652,5.92786,138.546,6.552192,184.63078,4.736011,209.04376,2.5665314,169.42761,4.99168,186.12527,-3.6258118,128.14714,0.42085645,178.64087,red
0,85_NGƯỜI CÔ ĐƠN - DA VÀNG BAND,0.35468355,0.09977414,0.0975433,0.009198506,1850.1175251098937,1748517.030404941,1988.9126815020095,540114.5691317703,3385.7670267299973,6917955.708644019,0.089752480710623,0.0076421778561787,-6.209719e-06,0.012326836,-2.5848758e-06,0.0019287497,103.359375,-257.52255,28107.54,84.52808,2279.1875,36.748764,701.36536,36.69069,200.96968,9.0885515,144.7534,8.996109,152.84468,3.3846564,79.631,-0.5347389,59.366596,-0.20650002,95.03477,-0.055833302,60.69301,-1.914408,63.53498,2.333773,155.8314,-0.6404504,70.76194,2.9239855,96.53117,1.2384809,51.58595,1.955132,72.63459,-1.1877164,69.7877,-1.9226025,54.71747,-2.0547047,45.468563,-0.50729704,50.317856,rock
